HOUR,TOTALLOAD,COAL,HYDRO,NATURALGAS,NGPRICE,NUCLEAR,OTHER,PETROLEUM,SOLAR,WIND,PRICE
1232,21.32582,0.018,3.047,18.029,2.635,1.125,-0.043,0.048,-0.039,0.967,67.15471508389095
1233,22.26861,0.017,2.635,15.76,2.6366666666666667,1.125,-0.027,0.049,-0.038,1.305,54.271569684186694
1234,24.20902,0.017,2.513,13.841,2.638333333333333,1.127,-0.032,0.081,-0.037,0.964,46.02583179239922
1235,25.09533,0.019,1.983,11.891,2.6399999999999997,1.129,0.032,0.086,-0.037,0.905,35.70868034698865
1236,25.87425,0.017,1.401,10.993,2.6416666666666666,1.126,0.013,0.085,-0.037,0.732,36.732193545331754
1237,26.50721,0.017,1.236,10.069,2.643333333333333,1.126,0.013,0.085,-0.037,0.767,37.28069696724303
1238,27.33769,0.018,1.094,9.308,2.645,0.833,-0.035,0.086,-0.037,1.12,49.9287734263028
1239,28.78397,0.018,0.891,9.336,2.6466666666666665,0.279,-0.014,0.086,-0.039,1.348,65.98443604436825
1240,30.75952,0.018,0.886,9.764,2.6483333333333334,0.0,-0.02,0.085,-0.039,1.369,79.51058855926689
1241,33.04332,0.018,1.024,10.185,2.65,0.0,0.006,0.085,-0.039,1.238,96.69110533089204
1242,35.39447,0.016,1.592,10.974,2.65,-0.044,-0.016,0.086,-0.04,1.266,102.36403968767476
1243,37.181650000000005,0.017,1.612,11.815,2.65,-0.044,-0.016,0.085,0.101,1.11,93.1865795310318
1244,38.31428,0.015,1.329,11.06,2.65,-0.044,-0.015,0.086,3.707,0.82,88.49762958700106
1245,38.33513,0.006,1.041,9.529,2.65,-0.044,-0.002,0.085,7.069,0.747,82.7625232047017
1246,37.2804,0.01,0.942,9.97,2.65,-0.044,0.045,0.085,8.188,0.765,71.94951802238998
1247,35.878949999999996,0.015,0.955,10.11,2.65,-0.044,-0.013,0.085,8.888,0.753,68.53033343119753
1248,33.703269999999996,0.016,0.976,11.181,2.65,-0.044,-0.073,0.086,9.269,0.791,62.3905552585918
1249,31.59571,0.016,1.057,13.469,2.65,-0.044,-0.035,0.086,9.392,0.7,59.74079792530727
1250,29.02903,0.016,1.337,15.526,2.65,-0.044,-0.059,0.086,9.131,0.655,56.269600317219975
1251,26.47263,0.014,1.986,16.896,2.65,-0.044,-0.02,0.085,8.671,0.619,55.84544094634205
1252,24.49022,0.016,2.328,18.415,2.65,-0.044,-0.023,0.085,7.324,0.52,55.77205802575225
1253,23.10945,0.015,2.933,20.741,2.65,-0.044,-0.003,0.086,3.38,0.453,59.352707187220176
1254,22.14675,0.016,3.129,22.02,2.65,-0.044,0.032,0.086,0.136,0.346,72.71410106637741
1255,21.6863,0.014,3.038,21.645,2.65,-0.044,-0.032,0.085,-0.044,0.344,69.62296664188041
1256,21.73554,0.017,2.887,19.481,2.65,-0.044,0.037,0.086,-0.043,0.376,69.0104642337739
1257,22.55565,0.016,2.211,18.074,2.65,-0.044,0.031,0.086,-0.042,0.684,57.565939643564974
1258,24.17884,0.014,1.609,16.484,2.65,-0.044,0.014,0.085,-0.042,0.838,48.49682379140654
1259,24.9993,0.014,1.589,13.946,2.65,-0.044,0.04,0.085,-0.043,0.996,42.46295397571389
1260,25.68548,0.012,1.401,11.876,2.65,-0.044,0.023,0.085,-0.042,1.193,31.700245574508045
1261,26.16862,0.011,1.305,10.749,2.65,-0.046,-0.012,0.086,-0.042,1.325,24.477577981505224
1262,27.11286,0.011,0.755,10.757,2.65,-0.046,-0.01,0.086,-0.042,1.228,27.361380050205344
1263,28.47032,0.011,0.675,10.127,2.65,-0.046,-0.022,0.086,-0.039,1.234,43.92211425223208
1264,30.45808,0.011,0.643,10.084,2.65,-0.036,-0.002,0.087,-0.04,1.016,56.81716257756953
1265,32.82613,0.011,0.698,10.475,2.65,-0.036,0.004,0.086,-0.04,1.026,76.56790853051605
1266,35.15992,0.011,1.485,10.694,2.6470833333333332,-0.036,-0.006,0.086,-0.04,1.103,88.08504096708748
1267,37.16525,0.011,1.394,11.708,2.6441666666666666,-0.036,0.017,0.086,0.088,0.981,77.22287393378842
1268,38.21947,0.011,1.034,10.736,2.64125,-0.036,0.036,0.086,3.617,0.871,75.32134004205126
1269,38.24748,0.01,0.68,10.326,2.638333333333333,-0.036,-0.028,0.081,7.071,0.772,72.59006150879051
1270,37.238,0.012,0.708,10.262,2.6354166666666665,-0.036,-0.044,0.085,8.569,0.632,59.53512644285455
1271,35.72825,0.012,0.701,10.781,2.6325,-0.036,-0.038,0.085,9.034,0.619,56.848193227883066
1272,33.58198,0.012,0.729,11.844,2.629583333333333,-0.027,-0.05,0.087,9.333,0.593,57.320545606964245
1273,31.47364,0.013,0.796,13.683,2.6266666666666665,-0.027,-0.016,0.086,9.213,0.581,51.116104098825616
1274,29.13694,0.012,1.671,14.426,2.62375,-0.027,-0.031,0.085,9.323,0.652,50.48048787001278
1275,26.72082,0.012,2.167,15.875,2.620833333333333,-0.027,-0.019,0.085,8.99,0.468,49.720057009385776
1276,24.57984,0.012,2.308,17.543,2.6179166666666664,-0.027,-0.015,0.086,7.65,0.361,54.39142937719077
1277,23.17596,0.012,2.472,19.998,2.615,-0.027,-0.013,0.086,3.529,0.265,65.29827390344794
1278,22.224490000000003,0.011,2.746,21.49,2.6120833333333335,-0.027,0.013,0.086,0.137,0.206,65.02583531255969
1279,21.6352,0.011,3.086,19.83,2.609166666666667,-0.027,0.006,0.086,-0.04,0.203,48.19687006544993
1280,21.34938,0.011,2.943,18.171,2.60625,-0.027,-0.01,0.086,-0.037,0.218,11.241801489611843
1281,21.4275,0.011,2.219,17.214,2.6033333333333335,-0.027,-0.004,0.085,-0.036,0.139,-9.509842102974687
1282,21.945,0.01,1.602,15.798,2.600416666666667,-0.027,-0.025,0.085,-0.036,0.155,-9.70266949823251
1283,22.01398,0.01,1.374,13.503,2.5975,-0.027,0.013,0.085,-0.036,0.193,-9.707402987263391
1284,22.28661,0.011,1.543,11.481,2.5945833333333335,-0.027,-0.002,0.086,-0.038,0.203,-10.950234510703796
1285,22.70146,0.01,0.998,10.598,2.591666666666667,-0.027,-0.006,0.085,-0.037,0.266,-9.719444319008602
1286,23.37007,0.009,0.966,9.981,2.58875,-0.027,-0.004,0.085,-0.037,0.244,-10.04428346390533
1287,24.458830000000003,0.008,0.915,9.646,2.5858333333333334,-0.027,-0.017,0.085,-0.038,0.211,-8.244367339608814
1288,26.03002,0.009,0.947,9.833,2.5829166666666667,-0.027,-0.015,0.085,-0.039,0.303,36.19310173903745
1289,28.14886,0.01,1.014,10.113,2.58,-0.027,-0.026,0.085,-0.04,0.308,73.06324432454377
1290,30.6815,0.011,1.242,10.135,2.580277777777778,-0.027,0.004,0.086,-0.04,0.275,98.90986603136518
1291,32.68414,0.008,1.129,10.824,2.5805555555555557,-0.027,0.017,0.085,0.07,0.256,83.1497004624495
1292,33.74998,0.008,1.048,9.537,2.5808333333333335,-0.027,0.038,0.085,3.367,0.216,75.7972632988224
1293,34.405440000000006,0.01,0.819,8.263,2.5811111111111114,-0.027,-0.023,0.085,7.081,0.068,72.14586093289296
1294,34.04432,0.013,0.811,8.064,2.581388888888889,-0.027,-0.014,0.085,8.378,0.159,64.03706204833207
1295,33.0724,0.01,0.797,8.466,2.581666666666667,-0.027,-0.041,0.085,8.811,0.25,51.20808880087007
1296,30.93205,0.01,0.951,9.782,2.5819444444444444,-0.027,-0.011,0.085,9.0,0.182,54.634166016440815
1297,29.13373,0.009,1.054,11.523,2.582222222222222,-0.027,-0.011,0.085,9.323,0.159,49.66508210169384
1298,27.2045,0.008,1.288,13.515,2.5825,-0.027,-0.011,0.085,9.235,0.457,48.79638998024952
1299,25.26302,0.009,1.737,17.677,2.582777777777778,-0.027,-0.037,0.085,8.902,-2.323,47.29844831114502
1300,23.38612,0.01,2.525,16.093,2.5830555555555557,-0.027,-0.008,0.085,7.69,1.131,54.62253990303165
1301,22.16693,0.01,2.933,18.731,2.5833333333333335,-0.027,0.017,0.085,3.587,1.183,77.80932831161391
1302,21.4461,0.01,2.839,20.553,2.5836111111111113,-0.027,0.015,0.085,0.199,1.724,99.54429196761473
1303,20.91727,0.008,3.076,19.56,2.583888888888889,-0.027,-0.091,0.085,-0.04,2.128,77.97884811760858
1304,20.670990000000003,0.009,2.406,17.856,2.584166666666667,-0.027,0.039,0.085,-0.039,2.257,51.79274389923938
1305,20.66504,0.01,1.911,16.87,2.5844444444444448,-0.027,-0.037,0.085,-0.038,2.464,38.06656687125819
1306,20.87164,0.017,1.327,14.764,2.5847222222222226,-0.027,0.009,0.085,-0.037,2.532,31.52624141048412
1307,20.94607,0.014,1.297,12.789,2.585,-0.027,0.078,0.085,-0.038,2.133,24.60203275742817
1308,21.05177,0.012,1.605,11.509,2.585277777777778,-0.027,0.054,0.085,-0.037,1.989,24.44267196005531
1309,21.17797,0.018,1.199,10.466,2.5855555555555556,-0.027,0.059,0.084,-0.037,1.898,21.4159517400896
1310,21.50229,0.015,1.005,9.92,2.5858333333333334,-0.027,0.023,0.084,-0.037,1.953,25.88206784377792
1311,22.38742,0.018,1.006,9.273,2.5861111111111112,-0.027,0.003,0.084,-0.038,1.738,43.69128053861523
1312,23.64988,0.021,1.195,8.83,2.586388888888889,-0.027,-0.002,0.085,-0.039,1.733,67.59697797422031
1313,25.458779999999997,0.024,1.248,8.768,2.586666666666667,-0.027,0.014,0.084,-0.04,1.714,93.80331716616595
1314,27.64259,0.023,1.727,8.604,2.5869444444444447,-0.027,-0.003,0.084,-0.04,1.398,116.47911020919273
1315,29.53619,0.024,1.779,8.408,2.5872222222222225,-0.027,0.057,0.085,0.066,1.401,99.88535230883949
1316,31.00015,0.023,1.254,7.616,2.5875000000000004,-0.027,-0.011,0.085,3.222,1.272,90.27944219184616
1317,31.85348,0.022,0.92,5.766,2.587777777777778,-0.027,-0.035,0.085,7.012,1.357,83.54249700834507
1318,31.93518,0.021,0.846,5.692,2.5880555555555556,-0.027,-0.007,0.084,8.617,1.371,73.27270813446569
1319,31.34186,0.022,0.852,5.721,2.588333333333334,-0.027,-0.017,0.085,8.894,1.444,62.57017871076351
1320,29.58511,0.022,0.848,6.525,2.588611111111111,-0.027,-0.015,0.085,8.851,1.636,59.92274660016079
1321,27.913220000000003,0.021,0.905,7.453,2.588888888888889,-0.027,0.001,0.084,9.094,1.905,58.40559416270876
1322,25.78663,0.02,1.141,8.971,2.589166666666667,-0.027,-0.032,0.084,9.36,2.067,56.49237879511762
1323,23.79837,0.021,1.598,10.284,2.5894444444444447,-0.027,-0.067,0.084,8.966,2.224,56.0276110709748
1324,22.44914,0.021,1.977,12.574,2.5897222222222225,-0.027,-0.053,0.085,7.806,2.298,60.969207531875824
1325,21.443810000000003,0.023,2.933,15.2,2.59,-0.027,0.006,0.084,3.67,2.711,77.92827452427868
1326,20.75739,0.018,2.883,17.657,2.5902777777777777,-0.027,0.022,0.084,0.119,2.643,97.99931990164784
1327,20.45787,0.02,3.005,16.994,2.5905555555555555,-0.027,0.016,0.084,0.008,2.876,78.967676744281
1328,20.81587,0.02,2.265,16.145,2.5908333333333333,-0.027,0.016,0.088,-0.039,2.72,55.855489230074255
1329,21.953380000000003,0.019,2.054,14.622,2.591111111111111,-0.027,-0.003,0.084,-0.038,2.851,42.18376116655936
1330,23.87686,0.019,1.87,13.484,2.591388888888889,-0.027,0.034,0.084,-0.038,2.333,42.42229026000419
1331,25.03869,0.019,1.642,11.749,2.591666666666667,-0.027,0.053,0.083,-0.038,2.549,34.181590350694016
1332,25.17877,0.019,1.575,10.434,2.5919444444444446,-0.027,0.057,0.084,-0.038,2.478,27.92812539768004
1333,25.05486,0.02,1.362,9.744,2.5922222222222224,-0.027,-0.016,0.084,-0.037,2.33,32.272111948127254
1334,25.11774,0.021,1.324,9.257,2.5925,-0.027,0.028,0.084,-0.037,2.308,32.89159002427926
1335,25.60968,0.018,0.965,9.622,2.5927777777777776,-0.027,-0.024,0.085,-0.038,2.09,56.26065928238388
1336,26.53164,0.02,0.999,9.681,2.593055555555555,-0.027,-0.004,0.085,-0.039,1.995,70.00743113983273
1337,27.93821,0.019,1.326,9.942,2.5933333333333333,-0.027,-0.003,0.084,-0.039,1.81,96.05739910642504
1338,29.71723,0.019,1.559,10.826,2.593611111111111,-0.027,-0.036,0.083,-0.04,1.696,126.18921244731013
1339,31.43998,0.019,1.728,11.617,2.593888888888889,-0.027,0.053,0.083,0.042,1.533,99.06629261916336
1340,32.43666,0.02,1.271,10.059,2.5941666666666667,-0.027,0.041,0.082,3.597,1.225,90.54972164738696
1341,32.98677,0.02,0.763,9.622,2.594444444444445,-0.027,-0.077,0.083,7.047,0.661,82.51721221176818
1342,33.07559,0.019,0.791,8.984,2.5947222222222224,-0.027,-0.032,0.083,8.276,0.772,73.45111361285166
1343,32.25564,0.021,0.832,8.982,2.595,-0.027,0.026,0.083,8.527,0.748,67.43839225107473
1344,30.46163,0.022,1.238,9.204,2.5952777777777776,-0.027,-0.015,0.083,8.885,0.816,61.08834751309742
1345,28.67364,0.019,1.347,9.615,2.5955555555555554,-0.027,-0.036,0.083,9.308,1.122,58.22184620839905
1346,26.39476,0.019,1.473,10.772,2.595833333333333,-0.027,-0.033,0.083,9.315,1.385,56.454732332649826
1347,24.41836,0.018,1.668,12.114,2.596111111111111,-0.027,0.014,0.082,8.832,1.63,56.47673890446005
1348,22.74281,0.018,1.987,13.78,2.596388888888889,-0.027,-0.128,0.083,7.698,1.688,63.47131322486389
1349,21.77066,0.019,2.594,16.706,2.5966666666666667,-0.027,0.018,0.083,3.72,1.835,79.25498015159954
1350,21.08631,0.02,2.991,18.307,2.5969444444444445,-0.027,0.012,0.083,0.054,2.254,97.25738009758592
1351,20.76581,0.019,2.6,18.516,2.5972222222222223,-0.027,-0.035,0.083,-0.041,2.453,76.4613081430429
1352,21.06207,0.018,2.315,16.861,2.5975,-0.027,0.023,0.083,-0.039,2.338,59.059175504861
1353,22.17933,0.019,2.134,15.696,2.597777777777778,-0.027,-0.009,0.082,-0.038,2.406,47.14592477570565
1354,24.12829,0.019,1.829,14.217,2.598055555555556,-0.027,-0.014,0.083,-0.038,1.895,34.21599811014069
1355,25.06848,0.018,1.312,13.032,2.5983333333333336,-0.027,0.025,0.083,-0.037,1.658,31.69855701994148
1356,25.11215,0.02,1.022,12.232,2.598611111111111,-0.027,-0.011,0.083,-0.037,1.549,27.28522900737527
1357,24.91055,0.021,1.248,10.775,2.598888888888889,-0.027,-0.007,0.083,-0.037,1.589,33.200318697737565
1358,24.90934,0.013,0.819,10.848,2.599166666666666,-0.027,-0.054,0.083,-0.037,1.511,38.063411211904274
1359,25.354650000000003,0.006,0.827,10.581,2.5994444444444444,-0.027,-0.02,0.083,-0.037,1.553,55.97036630304584
1360,26.26004,0.016,0.843,10.871,2.5997222222222223,-0.027,-0.002,0.083,-0.039,1.274,73.37961301538525
1361,27.5304,0.016,1.289,11.214,2.6,-0.027,0.033,0.082,-0.04,0.997,101.54401115521456
1362,29.11793,0.014,1.773,11.864,2.599583333333334,-0.027,-0.037,0.083,-0.04,0.776,123.86875093572915
1363,30.65843,0.015,1.804,12.756,2.599166666666666,-0.027,0.025,0.083,0.032,0.618,99.37886898253564
1364,31.77422,0.012,1.255,12.097,2.59875,-0.027,0.019,0.083,3.199,0.46,88.98030706203846
1365,32.409189999999995,0.017,1.076,11.083,2.5983333333333336,-0.027,-0.016,0.083,7.129,0.285,82.92409849986677
1366,32.66976,0.015,1.03,9.639,2.597916666666667,-0.027,0.003,0.083,8.26,0.367,75.37016971836978
1367,32.03222,0.014,0.981,9.318,2.5975,-0.027,-0.018,0.083,9.018,0.417,68.23943146496663
1368,30.2291,0.014,1.03,10.091,2.5970833333333334,-0.027,-0.013,0.082,9.091,0.462,61.42747016875399
1369,28.36429,0.013,1.092,11.383,2.5966666666666667,-0.027,-0.04,0.083,9.212,0.333,58.90576617030475
1370,26.168380000000003,0.017,1.096,12.305,2.59625,-0.027,-0.035,0.082,9.268,0.272,57.3667455671545
1371,24.19397,0.02,1.185,13.57,2.595833333333333,-0.027,-0.049,0.082,8.963,0.233,57.94132470056919
1372,22.74256,0.021,2.042,14.819,2.5954166666666665,-0.027,-0.053,0.082,7.682,0.26,64.02197578212257
1373,21.72169,0.023,2.682,17.502,2.595,-0.027,0.019,0.082,3.396,0.276,76.62291111943038
1374,20.96951,0.022,2.877,19.182,2.5945833333333335,-0.027,0.025,0.082,0.085,0.7,97.23387873976596
1375,20.62357,0.021,2.667,18.874,2.5941666666666667,-0.027,-0.104,0.083,-0.041,1.463,74.19936473562143
1376,20.93107,0.021,2.456,17.295,2.59375,-0.027,0.013,0.083,-0.038,1.408,60.3595286084544
1377,21.95429,0.021,1.939,16.147,2.5933333333333333,-0.027,-0.015,0.082,-0.038,1.339,53.972224945122946
1378,23.84885,0.019,1.364,15.131,2.5929166666666665,-0.027,0.049,0.082,-0.037,1.381,37.68907804135136
1379,25.04305,0.017,1.298,13.377,2.5925,-0.027,0.072,0.082,-0.037,1.192,36.470384543846194
1380,25.21725,0.018,1.114,11.416,2.592083333333333,-0.027,0.019,0.081,-0.037,1.035,33.15123989041742
1381,25.04333,0.017,1.057,10.884,2.591666666666667,-0.027,-0.003,0.082,-0.037,0.88,37.57918358841229
1382,24.87814,0.018,1.039,10.272,2.59125,-0.027,-0.017,0.082,-0.038,0.66,56.49738909637252
1383,25.22332,0.018,1.076,9.955,2.5908333333333333,-0.027,-0.003,0.082,-0.039,0.418,67.53998233729295
1384,25.92563,0.018,1.062,10.046,2.5904166666666666,-0.027,-0.012,0.082,-0.041,0.364,78.9965482592471
1385,27.12913,0.018,1.231,10.502,2.59,-0.027,-0.008,0.081,-0.041,0.389,105.13102699783512
1386,28.72755,0.016,1.6,11.258,2.5929166666666665,-0.027,0.026,0.081,-0.042,0.44,129.74193125537363
1387,30.27215,0.017,1.818,12.252,2.595833333333333,-0.027,0.015,0.079,0.012,0.347,104.0002213814588
1388,31.39714,0.018,1.107,11.435,2.59875,-0.027,0.005,0.046,3.068,0.213,91.64299152618511
1389,31.9546,0.019,1.024,9.606,2.6016666666666666,-0.027,-0.023,0.046,6.791,0.234,82.27458629740772
1390,32.10828,0.016,0.974,8.846,2.6045833333333333,-0.027,-0.045,0.046,8.159,0.188,75.26697412125219
1391,31.39126,0.016,1.03,8.744,2.6075,-0.027,0.006,0.046,8.233,0.185,66.47666354113464
1392,29.67616,0.018,1.045,8.59,2.6104166666666666,-0.041,-0.002,0.046,9.068,0.226,54.90699214444271
1393,27.9496,0.017,1.095,9.045,2.6133333333333333,-0.031,-0.016,0.046,9.221,0.25,54.97946158469321
1394,25.84646,0.019,1.085,9.928,2.61625,-0.031,-0.008,0.046,9.222,0.225,54.864446105609616
1395,23.9697,0.019,1.111,11.653,2.619166666666666,-0.031,-0.064,0.046,8.931,0.236,54.65849781093287
1396,22.81733,0.019,1.924,12.383,2.6220833333333333,-0.031,-0.03,0.046,7.669,0.548,56.05689780427696
1397,21.92556,0.02,1.873,15.926,2.625,-0.031,-0.049,0.046,3.401,1.0,75.85387139863612
1398,21.21384,0.019,2.354,18.112,2.6279166666666667,-0.031,0.017,0.047,0.271,1.147,93.66632279649454
1399,20.8958,0.02,2.482,17.667,2.630833333333334,-0.035,0.031,0.047,0.205,1.329,79.95307289937547
1400,21.16246,0.018,2.249,16.344,2.63375,-0.035,0.008,0.046,-0.037,1.509,64.25261572718259
1401,22.30012,0.016,1.859,15.272,2.6366666666666667,-0.035,-0.045,0.046,-0.036,1.504,58.03923318420785
1402,24.28471,0.015,1.298,15.054,2.6395833333333334,-0.035,-0.071,0.046,-0.037,1.496,52.90359135426328
1403,25.33045,0.015,1.07,12.734,2.6425,-0.035,0.029,0.046,-0.037,1.575,51.51526732587382
1404,25.32636,0.017,1.08,11.363,2.6454166666666667,-0.035,0.053,0.046,-0.036,1.913,53.26856827164406
1405,24.78224,0.017,0.969,10.794,2.6483333333333334,-0.035,-0.008,0.046,-0.037,2.19,55.45480353579389
1406,24.30084,0.017,0.955,10.244,2.65125,-0.035,0.003,0.046,-0.037,2.187,58.80132491817902
1407,24.35926,0.016,0.931,10.091,2.654166666666667,-0.037,-0.011,0.046,-0.039,2.234,70.45428911308095
1408,24.648439999999997,0.018,0.98,10.125,2.6570833333333335,-0.037,0.012,0.046,-0.04,2.419,80.64385780443706
1409,25.40911,0.017,1.085,10.315,2.66,-0.037,0.051,0.046,-0.04,2.217,108.46758314015524
1410,26.5296,0.018,1.57,11.656,2.660416666666667,-0.037,0.037,0.046,-0.041,2.066,111.28251432751722
1411,27.55008,0.017,1.538,12.539,2.6608333333333336,-0.037,0.03,0.046,0.017,2.275,93.88605633992788
1412,28.63104,0.017,1.133,11.448,2.66125,-0.037,0.162,0.046,2.762,2.028,82.60415893133535
1413,29.18074,0.019,0.966,9.746,2.661666666666666,-0.037,0.092,0.046,6.455,2.15,77.87457295281727
1414,29.91028,0.017,0.971,8.875,2.662083333333334,-0.037,0.295,0.046,7.938,1.873,69.33588468434108
1415,29.6193,0.018,0.956,8.945,2.6625,-0.037,0.037,0.045,8.189,1.722,61.07481139534245
1416,28.18465,0.017,0.963,8.628,2.662916666666667,-0.037,-0.036,0.046,8.411,1.875,51.493620609954846
1417,26.65088,0.017,0.958,8.737,2.6633333333333336,-0.037,-0.071,0.046,8.452,2.009,50.56746227080234
1418,24.80154,0.018,0.97,8.868,2.6637500000000003,-0.037,-0.127,0.046,8.632,2.619,54.1772597594604
1419,23.05666,0.018,1.068,9.519,2.6641666666666666,-0.037,-0.046,0.046,8.485,2.686,49.4979705620482
1420,21.78661,0.017,1.523,9.944,2.6645833333333333,-0.037,-0.05,0.046,7.548,2.765,51.42170479415239
1421,21.03011,0.017,2.498,12.468,2.665,-0.037,-0.009,0.046,3.275,2.829,60.56423124812304
1422,20.43854,0.017,2.713,15.024,2.6654166666666668,-0.037,0.013,0.046,0.081,2.822,63.91299480952278
1423,20.1873,0.017,2.473,15.337,2.6658333333333335,-0.037,-0.001,0.047,-0.039,2.731,52.70871554854766
1424,20.50806,0.017,2.334,14.424,2.66625,-0.037,-0.008,0.046,-0.035,2.501,30.266302891598784
1425,21.53476,0.018,1.883,14.215,2.6666666666666665,-0.037,-0.057,0.046,-0.035,2.169,2.0324248835384826
1426,23.38626,0.018,1.231,13.628,2.6670833333333333,-0.034,-0.009,0.046,-0.034,1.853,-4.817099831474735
1427,24.576580000000003,0.017,1.114,11.652,2.6675,-0.034,0.098,0.046,-0.034,1.9,-8.898972886989952
1428,24.55207,0.018,1.186,11.315,2.6679166666666667,-0.034,0.073,0.046,-0.034,1.863,-8.72161929505529
1429,24.33372,0.018,1.017,11.097,2.6683333333333334,-0.036,0.001,0.046,-0.034,1.96,-8.80513354304449
1430,23.9321,0.017,0.665,10.794,2.66875,-0.034,-0.045,0.045,-0.034,1.848,-9.068022112203778
1431,23.64057,0.018,0.636,10.894,2.6691666666666665,-0.03,-0.048,0.046,-0.034,1.652,-0.3549421425900192
1432,23.56657,0.019,0.72,11.173,2.669583333333333,-0.03,-0.048,0.046,-0.036,1.459,41.6937758488076
1433,23.82119,0.018,1.266,11.082,2.67,-0.03,-0.023,0.046,-0.039,1.145,68.53124691153683
1434,24.3773,0.018,1.611,12.034,2.67,-0.03,0.013,0.046,-0.04,0.987,95.32871860789405
1435,25.15591,0.018,1.816,12.809,2.67,-0.03,0.004,0.046,0.017,0.901,80.84856044410569
1436,26.1743,0.019,1.254,12.695,2.67,-0.03,-0.035,0.046,2.934,0.641,76.6339005647243
1437,26.70959,0.018,1.006,11.166,2.67,-0.03,-0.012,0.046,7.154,0.423,68.06827846685019
1438,27.65341,0.019,1.001,10.434,2.67,-0.03,-0.016,0.046,8.343,0.38,61.782814020738584
1439,27.41335,0.017,0.959,9.894,2.67,-0.03,0.038,0.046,8.497,0.299,52.65072338761381
1440,26.2147,0.018,0.609,10.595,2.67,-0.03,-0.079,0.046,8.251,0.264,66.15830180228016
1441,25.06718,0.017,0.697,10.562,2.67,-0.03,-0.039,0.046,8.235,0.27,59.24610679974704
1442,23.59152,0.018,0.348,11.106,2.67,-0.03,-0.007,0.046,8.215,0.543,58.52329472036541
1443,22.2266,0.017,0.365,11.447,2.67,-0.03,0.003,0.046,7.327,0.605,57.94805123761307
1444,21.93438,0.019,1.268,11.569,2.67,-0.03,-0.003,0.047,5.52,0.71,58.20969415176423
1445,21.03478,0.02,2.106,13.441,2.67,-0.03,0.025,0.047,1.89,0.879,64.59093562738947
1446,20.37422,0.019,2.65,14.479,2.67,-0.03,0.003,0.047,0.07,1.2,64.28813073552537
1447,20.01476,0.017,2.794,14.404,2.67,-0.03,-0.017,0.046,0.024,1.786,53.32592376446263
1448,19.9508,0.018,2.568,13.108,2.67,-0.03,0.015,0.047,0.026,1.762,28.8638060773391
1449,20.3211,0.018,2.256,13.134,2.67,-0.03,-0.023,0.046,0.026,1.656,1.523644015775233
1450,21.17284,0.019,1.53,12.434,2.67,-0.03,-0.019,0.046,-0.037,1.844,-8.266899854644663
1451,21.80552,0.021,1.548,10.855,2.67,-0.03,0.115,0.046,-0.037,1.819,-9.107661622684574
1452,22.09104,0.02,1.448,10.303,2.67,-0.03,0.104,0.046,-0.037,1.823,-9.03023724362397
1453,22.11772,0.02,1.173,9.562,2.67,-0.03,0.002,0.046,-0.037,1.772,-7.294652280191528
1454,21.85301,0.019,0.846,9.479,2.67,-0.03,0.026,0.046,-0.037,1.655,4.922870445615273
1455,21.57034,0.017,0.8,9.146,2.67,-0.03,0.003,0.046,-0.039,1.708,31.612966680272052
1456,21.21309,0.018,0.8,9.057,2.67,-0.03,0.006,0.046,-0.04,1.847,54.974478964660705
1457,21.20283,0.019,0.967,9.236,2.67,-0.03,0.037,0.046,-0.041,1.745,76.5506631289591
1458,21.57183,0.018,0.943,9.654,2.6704166666666667,-0.03,-0.029,0.046,-0.041,1.84,101.57675804131708
1459,22.16735,0.017,0.997,10.167,2.6708333333333334,-0.03,0.018,0.046,-0.019,1.432,88.57308859927105
1460,22.92328,0.02,0.974,9.562,2.67125,-0.03,0.053,0.046,1.361,1.541,79.39435510639758
1461,23.84636,0.019,0.735,8.9,2.671666666666667,-0.03,-0.032,0.046,4.072,1.264,77.32175126021119
1462,25.20039,0.02,0.96,7.38,2.672083333333333,-0.032,-0.065,0.046,6.21,1.234,72.46358600363217
1463,25.35543,0.019,0.695,7.293,2.6725,-0.032,0.002,0.046,6.854,1.219,63.09448874429472
1464,24.42526,0.017,0.432,7.535,2.6729166666666666,-0.03,-0.029,0.046,7.082,1.091,58.84207167755593
1465,23.56168,0.02,0.356,7.428,2.6733333333333333,-0.03,-0.096,0.047,6.896,1.278,56.55510444508234
1466,22.37613,0.019,0.382,6.935,2.67375,-0.03,-0.046,0.046,7.169,1.519,55.90249194571419
1467,21.20067,0.019,0.437,7.548,2.674166666666667,-0.03,0.014,0.046,6.473,1.867,56.77104566104649
1468,20.55154,0.019,0.676,8.168,2.6745833333333335,-0.03,-0.02,0.046,5.345,2.354,62.8560980569619
1469,19.7566,0.019,1.508,9.963,2.675,-0.03,-0.02,0.046,1.887,2.545,78.56840279234316
1470,19.16116,0.019,1.826,11.173,2.6754166666666666,-0.03,-0.039,0.046,0.0,2.791,96.60980558069508
1471,18.81264,0.019,1.972,11.141,2.6758333333333333,-0.03,-0.006,0.046,-0.04,3.162,77.83883649469527
1472,18.70594,0.018,1.701,10.327,2.67625,-0.03,0.009,0.046,-0.037,3.36,60.683509635456645
1473,18.925099999999997,0.018,1.532,10.118,2.6766666666666667,-0.03,0.0,0.046,-0.036,3.296,48.65834372412682
1474,19.52554,0.019,1.419,9.861,2.6770833333333335,-0.03,0.021,0.046,-0.037,3.298,37.07319852411173
