HOUR,TOTALLOAD,COAL,HYDRO,NATURALGAS,NGPRICE,NUCLEAR,OTHER,PETROLEUM,SOLAR,WIND,PRICE
1475,19.97265,0.018,1.228,9.628,2.6775,-0.03,0.028,0.046,-0.037,3.275,25.485174476966744
1476,20.16845,0.019,1.274,8.71,2.677916666666667,-0.03,0.008,0.046,-0.038,3.298,20.57662939561465
1477,20.21428,0.019,0.871,8.258,2.6783333333333337,-0.03,-0.006,0.046,-0.037,2.997,19.71139742697068
1478,20.016330000000004,0.018,0.828,7.677,2.67875,-0.03,-0.007,0.046,-0.038,3.396,19.707798868058312
1479,19.83256,0.02,0.807,7.185,2.6791666666666667,-0.03,0.006,0.046,-0.038,3.47,39.02746514452619
1480,19.726740000000003,0.019,0.86,7.155,2.6795833333333334,-0.03,-0.01,0.046,-0.039,3.443,59.29723401752498
1481,19.7165,0.018,0.909,7.388,2.68,-0.03,-0.002,0.046,-0.04,3.157,86.83288087169736
1482,19.92411,0.017,1.017,7.765,2.680416666666667,-0.03,0.02,0.046,-0.041,2.654,122.90979034802936
1483,20.42308,0.017,0.919,7.999,2.6808333333333336,-0.03,-0.005,0.046,-0.031,2.857,93.12421373695834
1484,21.45054,0.017,0.803,6.942,2.6812500000000004,-0.03,0.011,0.046,2.412,3.09,82.19843525457766
1485,22.58165,0.018,0.395,5.719,2.681666666666666,-0.03,0.015,0.046,6.038,2.858,75.6731130163459
1486,24.37859,0.017,0.363,4.497,2.682083333333334,-0.032,-0.023,0.046,7.669,3.095,72.11604825636516
1487,24.9672,0.018,0.365,4.561,2.6825,-0.032,-0.026,0.046,7.483,3.18,65.93447143793122
1488,24.05213,0.017,0.243,4.438,2.682916666666667,-0.032,-0.022,0.046,7.403,3.812,56.824996363509534
1489,23.2073,0.017,0.219,4.341,2.6833333333333336,-0.032,-0.021,0.046,7.288,3.741,54.81871672620021
1490,21.86338,0.017,0.23,4.595,2.68375,-0.03,-0.052,0.046,7.412,3.715,53.594403940547274
1491,20.57188,0.017,0.238,5.442,2.6841666666666666,-0.03,-0.004,0.046,6.947,3.571,54.84343605780591
1492,19.96114,0.018,0.681,6.411,2.6845833333333333,-0.032,0.015,0.046,5.658,3.297,61.617861616440365
1493,19.39661,0.018,1.271,8.723,2.685,-0.032,-0.006,0.046,2.029,3.278,80.44344575424086
1494,19.02993,0.019,1.664,11.056,2.685416666666667,-0.032,-0.03,0.046,0.013,3.111,92.95289465150748
1495,18.99545,0.018,1.609,11.559,2.6858333333333335,-0.032,0.009,0.046,0.01,3.346,69.96770858568473
1496,19.4848,0.019,1.175,10.612,2.68625,-0.032,0.003,0.046,0.013,4.4,52.44856742040624
1497,20.78989,0.019,1.101,9.948,2.6866666666666665,-0.032,-0.006,0.046,-0.037,4.541,43.14573900750108
1498,22.87545,0.019,1.029,9.803,2.6870833333333333,-0.032,0.094,0.046,-0.038,4.288,33.627772134081425
1499,24.08194,0.018,0.69,10.437,2.6875,-0.032,0.242,0.046,-0.037,2.615,24.43971006925821
1500,23.73355,0.019,0.932,10.622,2.6879166666666667,-0.032,-0.106,0.045,-0.038,2.116,23.123855481119257
1501,22.984779999999997,0.018,0.608,10.477,2.6883333333333335,-0.032,-0.054,0.046,-0.037,2.102,27.022146669659165
1502,22.35451,0.019,0.233,10.235,2.68875,-0.032,0.003,0.045,-0.037,2.3,29.548362707360067
1503,21.89014,0.018,0.215,10.526,2.6891666666666665,-0.032,-0.018,0.046,-0.037,2.231,49.376920576480806
1504,21.67402,0.018,0.236,10.411,2.689583333333333,-0.032,0.002,0.046,-0.039,2.637,64.57111587214908
1505,21.952419999999996,0.019,0.267,11.864,2.69,-0.032,-0.034,0.046,-0.039,2.184,93.03090033623856
1506,22.47589,0.021,0.904,12.285,2.6904166666666667,-0.034,-0.009,0.046,-0.04,2.197,135.50172928805628
1507,23.347009999999997,0.018,1.682,13.182,2.6908333333333334,-0.034,0.261,0.045,-0.005,1.84,104.20943606037906
1508,24.344,0.018,1.494,13.163,2.69125,-0.034,0.153,0.046,2.262,1.761,89.47214702169123
1509,25.34271,0.017,0.832,10.588,2.6916666666666664,-0.034,-0.074,0.046,6.783,1.671,81.59418185074719
1510,26.80434,0.018,0.789,9.143,2.692083333333333,-0.034,-0.052,0.046,8.064,1.909,72.05847131376736
1511,26.9405,0.019,0.874,7.932,2.6925,-0.034,-0.029,0.046,8.348,1.899,61.60626318425359
1512,25.80734,0.016,0.875,6.917,2.692916666666666,-0.034,0.058,0.047,8.541,1.696,63.131803032093686
1513,24.54903,0.017,0.762,7.082,2.693333333333334,-0.034,0.057,0.046,8.307,2.197,59.51422711994044
1514,22.917720000000003,0.017,1.134,8.332,2.69375,-0.034,0.068,0.046,7.342,2.445,58.841075153549426
1515,21.49948,0.018,1.12,7.643,2.694166666666667,-0.034,0.0,0.046,8.114,2.716,59.03971560551184
1516,20.772599999999997,0.017,1.18,8.851,2.6945833333333336,-0.034,-0.021,0.046,6.214,1.703,63.948814311311985
1517,20.05598,0.017,1.811,11.847,2.6950000000000003,-0.034,-0.027,0.046,2.372,1.082,79.12341130151908
1518,19.53524,0.016,2.214,14.521,2.6954166666666666,-0.034,-0.003,0.046,-0.038,0.81,94.10457190957548
1519,19.44478,0.017,2.224,14.856,2.6958333333333333,-0.034,0.014,0.046,-0.039,0.968,69.92519022807404
1520,19.79845,0.016,2.178,13.907,2.69625,-0.034,-0.003,0.046,-0.037,0.984,56.19209289449217
1521,20.96712,0.017,1.645,13.485,2.6966666666666668,-0.034,-0.004,0.046,-0.037,1.266,47.15143333896381
1522,22.96772,0.019,1.47,12.423,2.6970833333333335,-0.034,0.023,0.046,-0.036,1.486,36.20326074765928
1523,24.66022,0.018,1.384,12.068,2.6975,-0.034,-0.094,0.046,-0.037,1.128,36.08381627299125
1524,24.063830000000003,0.018,1.146,10.671,2.697916666666667,-0.034,-0.047,0.046,-0.036,0.939,35.57282090743577
1525,23.1808,0.018,1.05,10.068,2.6983333333333333,-0.034,-0.048,0.046,-0.037,0.967,38.94458756465224
1526,22.38364,0.019,0.935,9.932,2.69875,-0.034,-0.033,0.046,-0.037,0.851,47.0789362174909
1527,22.07716,0.019,0.94,9.951,2.6991666666666667,-0.034,-0.016,0.046,-0.037,0.893,60.232305710291186
1528,22.08085,0.018,0.95,10.266,2.6995833333333334,-0.034,0.012,0.046,-0.038,0.914,66.11597721322632
1529,22.57494,0.019,1.061,10.804,2.7,-0.034,0.011,0.046,-0.039,0.817,97.07080865859112
1530,23.18148,0.02,1.433,11.685,2.7,-0.034,0.014,0.046,-0.04,0.758,147.4136513185363
1531,24.06122,0.019,2.231,12.935,2.7,-0.034,0.011,0.046,0.001,0.632,118.08893937924928
1532,25.22794,0.018,1.481,12.75,2.7,-0.034,-0.066,0.046,2.718,0.659,95.25962627677669
1533,26.24163,0.018,0.988,10.339,2.7,-0.034,-0.051,0.046,6.77,0.667,82.77669599057191
1534,27.61323,0.019,0.878,8.74,2.7,-0.034,-0.043,0.046,8.168,0.652,78.01037702992537
1535,27.6423,0.017,1.006,8.563,2.7,-0.034,0.057,0.046,8.392,0.613,68.24936902380922
1536,26.46466,0.017,0.894,7.961,2.7,-0.034,-0.002,0.046,8.327,0.545,64.7570229618062
1537,25.13061,0.017,0.695,8.307,2.7,-0.034,-0.06,0.046,8.101,0.416,61.59956432843211
1538,23.363529999999997,0.017,0.521,8.508,2.7,-0.034,-0.066,0.046,8.429,0.428,60.44700127124722
1539,21.78655,0.017,0.563,9.016,2.7,-0.034,-0.006,0.047,8.045,0.476,60.076654196720305
1540,20.377560000000003,0.017,1.147,9.204,2.7,-0.034,-0.011,0.047,7.246,0.415,62.87411853274613
1541,19.62144,0.02,1.815,12.359,2.7,-0.034,-0.002,0.047,2.809,0.321,76.59495308480356
1542,19.14505,0.019,2.492,15.066,2.7,-0.034,0.125,0.046,0.038,0.25,96.86151093600364
1543,19.05348,0.018,2.243,16.34,2.7,-0.034,-0.091,0.046,-0.008,0.228,73.16702122733184
1544,19.43975,0.016,2.247,14.75,2.7,-0.034,0.013,0.047,-0.007,0.245,63.12538098849623
1545,20.749419999999997,0.016,1.999,14.446,2.7,-0.034,-0.013,0.046,-0.007,0.189,56.86704414033937
1546,23.04853,0.016,1.543,13.707,2.7,-0.034,-0.039,0.046,-0.006,0.248,47.49545557098567
1547,24.10133,0.017,1.033,11.907,2.7,-0.034,0.063,0.046,-0.006,0.226,44.8097680110223
1548,23.56925,0.018,0.933,11.329,2.7,-0.034,0.038,0.046,-0.006,0.233,45.860021270206495
1549,22.78094,0.017,0.888,10.765,2.7,-0.034,-0.002,0.046,-0.006,0.23,48.04268565666639
1550,22.09425,0.016,0.867,10.265,2.7,-0.034,0.001,0.046,-0.007,0.258,57.18017412815971
1551,21.80295,0.016,0.858,10.034,2.7,-0.034,-0.007,0.046,-0.007,0.21,63.67726151954064
1552,21.83239,0.016,0.902,10.667,2.7,-0.034,-0.003,0.046,-0.008,0.189,76.88394504668868
1553,22.31191,0.016,1.12,11.555,2.7,-0.034,-0.008,0.046,-0.009,0.241,98.12164322344576
1554,23.06925,0.015,1.346,12.276,2.7041666666666666,-0.034,0.003,0.046,-0.01,0.399,133.62319849213583
1555,23.942400000000003,0.015,1.965,12.943,2.7083333333333335,-0.034,0.031,0.046,0.03,0.251,107.48919033432868
1556,25.06182,0.014,1.238,12.187,2.7125000000000004,-0.034,0.018,0.046,2.993,0.253,92.81363042159904
1557,26.1123,0.014,1.001,9.733,2.716666666666667,-0.034,0.001,0.046,7.087,0.055,82.04134431744183
1558,27.40985,0.015,1.056,8.888,2.720833333333333,-0.034,0.006,0.046,8.325,0.079,75.16970230572879
1559,27.3648,0.013,0.641,9.09,2.725,-0.034,-0.034,0.046,8.667,0.049,71.46014169153108
1560,26.19238,0.013,0.411,8.841,2.729166666666667,-0.036,-0.061,0.046,8.667,0.027,65.46353080119258
1561,24.841240000000003,0.013,0.423,8.937,2.7333333333333334,-0.042,-0.026,0.047,8.604,0.031,64.395727647005
1562,23.020529999999997,0.013,0.773,8.136,2.7375,-0.042,-0.004,0.047,8.933,0.105,62.36993274790173
1563,21.34554,0.012,0.703,8.853,2.7416666666666667,-0.042,0.016,0.047,8.353,0.281,62.399357887315894
1564,20.36311,0.013,1.232,9.482,2.7458333333333336,-0.042,-0.037,0.046,7.538,0.268,68.26415079657232
1565,19.64954,0.015,2.051,11.415,2.75,-0.042,0.046,0.047,2.966,0.393,82.88130333003205
1566,19.17893,0.015,2.301,14.488,2.7541666666666664,-0.042,0.014,0.047,0.08,0.613,92.72363876756758
1567,19.03488,0.016,2.281,14.54,2.7583333333333333,-0.042,0.014,0.047,0.019,0.907,76.06566043123983
1568,19.36753,0.015,2.123,14.007,2.7625,-0.042,0.027,0.047,0.021,1.007,68.3989583496739
1569,20.5202,0.017,1.852,13.677,2.7666666666666666,-0.042,0.027,0.046,0.021,0.954,61.15948825467258
1570,22.46075,0.017,1.403,13.065,2.770833333333333,-0.044,0.035,0.046,0.021,0.717,56.46461452904762
1571,23.654400000000003,0.017,1.463,11.524,2.775,-0.044,0.074,0.046,0.022,0.496,52.350963430214016
1572,23.5824,0.019,1.422,10.85,2.779166666666667,-0.044,0.048,0.046,0.021,0.421,47.65174375267181
1573,22.94325,0.018,1.285,10.633,2.783333333333333,-0.044,-0.007,0.046,0.021,0.353,45.10141737025809
1574,22.36105,0.017,1.086,10.382,2.7874999999999996,-0.049,-0.021,0.046,0.021,0.378,49.24155939893117
1575,22.01424,0.018,1.084,10.054,2.7916666666666665,-0.049,-0.017,0.046,-0.037,0.381,56.27928874506096
1576,22.13454,0.018,1.127,10.149,2.7958333333333334,-0.049,-0.017,0.046,-0.037,0.415,65.23037186489388
1577,22.6152,0.018,1.332,10.608,2.8,-0.049,-0.015,0.046,-0.038,0.422,83.15615018726936
1578,23.558919999999997,0.015,1.737,11.479,2.8,-0.049,-0.024,0.046,-0.038,0.428,111.66830752414488
1579,24.55906,0.015,1.917,12.345,2.8,0.0,0.034,0.046,-0.006,0.43,93.74679211001944
1580,25.50817,0.016,1.674,10.939,2.8,-0.048,0.048,0.046,2.816,0.414,89.06343377291405
1581,26.58856,0.017,0.621,9.381,2.8,-0.048,0.014,0.046,6.985,0.227,77.72747493696886
1582,27.69589,0.015,0.553,8.807,2.8,-0.048,0.019,0.046,8.213,0.178,73.34620177994509
1583,27.36361,0.013,0.715,8.636,2.8,-0.031,0.02,0.046,8.494,0.164,66.11417793377014
1584,26.16641,0.013,0.613,8.271,2.8,-0.031,0.055,0.046,8.555,0.17,68.34484155987644
1585,24.92635,0.013,0.562,8.268,2.8,-0.031,0.045,0.046,8.789,0.144,65.22062807460811
1586,23.222990000000003,0.011,0.637,8.241,2.8,-0.031,0.054,0.047,8.78,0.141,64.22307986287882
1587,21.57001,0.015,0.657,9.121,2.8,-0.031,0.087,0.047,8.898,0.454,63.47640656978599
1588,20.52361,0.016,1.42,9.646,2.8,-0.033,0.056,0.046,7.723,0.233,65.36836275857179
1589,19.78093,0.016,2.296,13.085,2.8,-0.033,-0.004,0.046,2.909,0.194,75.23198505613506
1590,19.35777,0.016,2.941,14.99,2.8,-0.033,0.045,0.046,-0.046,0.231,68.44059090816769
1591,19.18043,0.015,3.111,15.341,2.8,-0.036,0.024,0.046,-0.04,0.342,56.92057962446635
1592,19.48111,0.015,2.717,14.356,2.8,-0.038,0.069,0.046,-0.038,0.418,58.21096748799475
1593,20.51362,0.016,2.216,14.029,2.8,-0.044,0.01,0.046,-0.038,0.379,51.295256970216464
1594,22.34329,0.017,1.811,12.525,2.8,-0.056,0.058,0.046,-0.038,0.397,38.31074293407319
1595,23.65256,0.018,1.57,11.639,2.8,-0.056,0.049,0.046,-0.038,0.441,32.55324244284998
1596,23.94729,0.017,1.57,10.345,2.8,-0.056,0.114,0.046,-0.037,0.464,27.75043963107654
1597,23.37435,0.018,1.405,10.201,2.8,-0.056,0.016,0.046,-0.038,0.375,28.670508101300427
1598,22.81528,0.018,1.381,9.764,2.8,-0.054,0.011,0.046,-0.038,0.372,38.35885289860923
1599,22.53528,0.019,1.071,10.029,2.8,-0.056,0.004,0.046,-0.039,0.321,49.45163219574593
1600,22.58596,0.018,1.06,10.236,2.8,-0.056,0.019,0.046,-0.04,0.423,60.1887631474516
1601,23.04239,0.019,1.318,10.365,2.8,-0.056,0.009,0.046,-0.04,0.467,72.19427539087543
1602,23.7403,0.017,1.958,10.241,2.7962499999999997,-0.056,0.013,0.046,-0.04,0.491,91.99877827772816
1603,24.5495,0.016,2.004,12.172,2.7925,-0.056,0.09,0.046,-0.011,0.452,80.53163812881616
1604,25.54939,0.016,1.874,10.531,2.78875,-0.056,0.116,0.046,2.911,0.367,76.1189467843652
1605,26.37287,0.015,1.248,8.243,2.7849999999999997,-0.056,0.002,0.046,7.053,0.266,72.78216919226587
1606,27.34402,0.015,0.785,7.936,2.78125,-0.056,0.023,0.046,8.265,0.183,70.9262262738261
1607,26.81595,0.015,0.726,8.051,2.7775,-0.056,-0.03,0.046,8.398,0.202,66.00705160307133
1608,25.7051,0.016,0.831,7.271,2.7737499999999997,-0.054,0.039,0.046,8.637,0.275,68.90771153621475
1609,24.67338,0.016,0.7,7.214,2.77,-0.054,0.018,0.046,8.464,0.243,65.51429816307929
1610,23.23226,0.016,0.978,7.458,2.76625,-0.054,0.021,0.046,8.872,0.296,63.5846124681585
1611,21.75826,0.016,1.271,8.087,2.7624999999999997,-0.054,-0.016,0.046,8.35,0.411,64.91029389025044
1612,20.76733,0.017,1.667,8.933,2.75875,-0.054,0.021,0.046,7.111,0.394,71.47074359971135
1613,19.88637,0.018,2.63,12.041,2.755,-0.054,0.01,0.046,2.428,0.399,73.62987894712887
1614,19.26117,0.017,3.005,14.498,2.75125,-0.059,0.033,0.046,-0.006,0.43,75.53683835845698
1615,18.910169999999997,0.018,2.957,14.158,2.7475,-0.059,0.086,0.046,-0.039,0.553,60.93527035321
1616,18.89129,0.017,2.767,13.401,2.74375,-0.059,0.065,0.046,-0.037,0.589,43.57078417749589
1617,19.28623,0.018,2.205,13.566,2.74,-0.059,-0.038,0.046,-0.036,0.748,12.82217783903186
1618,20.22547,0.017,1.858,12.538,2.73625,-0.059,-0.025,0.046,-0.036,0.937,6.781470761405707
1619,20.8869,0.018,1.688,11.029,2.7325,-0.059,-0.008,0.046,-0.036,0.711,4.474517686357302
1620,20.94466,0.018,1.639,9.967,2.72875,-0.059,0.045,0.046,-0.036,0.584,4.6629714484754885
1621,20.567169999999997,0.02,1.482,9.513,2.725,-0.059,0.008,0.046,-0.036,0.678,6.120775345095957
1622,20.20058,0.018,1.098,9.655,2.72125,-0.057,-0.027,0.046,-0.037,0.63,15.70664425706964
1623,20.06843,0.019,1.101,9.034,2.7175,-0.057,0.0,0.046,-0.039,0.677,28.087043295494446
1624,20.27973,0.02,1.132,9.556,2.71375,-0.057,0.013,0.046,-0.04,0.511,60.32390287522202
1625,20.908,0.018,1.235,9.756,2.71,-0.057,-0.001,0.046,-0.04,0.434,83.20409406447098
1626,21.92317,0.018,1.318,9.939,2.7109722222222223,-0.058,-0.009,0.046,-0.041,0.44,112.83368698730229
1627,23.05683,0.019,1.395,10.265,2.7119444444444443,-0.058,0.042,0.046,-0.031,0.453,93.05661619185074
1628,24.275599999999997,0.019,1.397,9.014,2.712916666666666,-0.058,0.129,0.046,2.294,0.455,83.41643672152277
1629,25.46188,0.019,1.122,6.457,2.713888888888889,-0.058,-0.024,0.046,7.163,0.225,75.43109608887832
1630,26.533240000000003,0.018,1.076,6.135,2.714861111111111,-0.058,0.006,0.046,8.261,0.133,73.01557725956619
1631,25.93904,0.016,0.707,6.336,2.7158333333333333,-0.058,-0.01,0.046,8.716,0.231,63.283717580640186
1632,24.94279,0.016,0.727,6.323,2.7168055555555557,-0.058,0.052,0.046,8.085,0.262,61.17720423701038
1633,23.97159,0.016,0.733,6.435,2.7177777777777776,-0.058,0.032,0.046,8.075,0.235,59.85542586727721
1634,22.68493,0.018,0.765,6.747,2.71875,-0.058,0.062,0.046,8.469,0.426,60.89261358948731
1635,21.25473,0.017,0.798,8.241,2.7197222222222224,-0.058,0.01,0.046,7.0,0.387,67.52207258639835
1636,20.1835,0.018,1.764,9.239,2.7206944444444443,-0.056,-0.004,0.046,5.503,0.287,79.3855524776735
1637,19.300009999999997,0.017,2.408,11.835,2.7216666666666667,-0.056,0.008,0.046,1.85,0.393,90.1745303589396
1638,19.300009999999997,0.017,2.807,13.326,2.722638888888889,-0.056,0.027,0.046,0.003,0.417,110.17094716071084
1639,18.722990000000003,0.018,2.703,13.222,2.723611111111111,-0.056,0.031,0.046,0.004,0.385,84.39615822602465
1640,18.4428,0.016,2.553,12.362,2.724583333333334,-0.056,0.066,0.046,-0.037,0.404,73.45490594032084
1641,18.39437,0.018,1.96,12.05,2.7255555555555557,-0.056,0.049,0.046,-0.037,0.432,57.81720209931508
1642,18.6805,0.018,1.708,12.213,2.7265277777777777,-0.056,-0.007,0.046,-0.036,0.416,51.465607212883214
1643,18.82816,0.018,1.704,10.761,2.7275,-0.058,0.096,0.046,-0.036,0.4,47.71798491788169
1644,18.82785,0.018,1.636,10.428,2.7284722222222224,-0.065,0.016,0.046,-0.037,0.425,47.09933727840176
1645,18.7856,0.021,1.508,9.554,2.7294444444444443,-0.065,-0.025,0.046,-0.035,0.422,55.57347293623465
1646,18.7189,0.02,1.234,9.344,2.7304166666666667,-0.074,0.022,0.046,-0.036,0.425,60.961595195715056
1647,18.75356,0.021,0.856,10.08,2.731388888888889,-0.074,-0.021,0.046,-0.037,0.347,67.3169547283937
1648,19.04602,0.021,1.072,9.904,2.732361111111111,-0.074,0.026,0.046,-0.038,0.296,75.26146555799403
1649,19.89681,0.021,1.066,9.998,2.7333333333333334,-0.074,-0.027,0.046,-0.038,0.292,105.91387964860836
1650,21.04375,0.021,1.084,10.395,2.734305555555556,-0.071,0.07,0.046,-0.038,0.36,137.7202685387502
1651,22.30527,0.018,1.297,10.724,2.7352777777777777,-0.071,0.006,0.046,-0.031,0.377,107.67351959430884
1652,23.86641,0.017,1.18,9.399,2.73625,-0.071,0.004,0.046,1.775,0.382,85.41839808813724
1653,25.60455,0.02,0.883,7.734,2.737222222222222,-0.074,0.12,0.046,5.639,0.415,74.7738054629241
1654,27.837580000000003,0.018,0.597,7.386,2.7381944444444444,-0.074,-0.052,0.047,6.902,0.242,69.56840695252451
1655,27.51239,0.017,0.695,7.242,2.7391666666666667,-0.074,0.066,0.048,6.342,0.307,67.61613338012303
1656,26.38168,0.017,0.692,7.185,2.7401388888888887,-0.074,-0.001,0.048,7.031,0.327,62.71835629428563
1657,25.25902,0.018,0.623,6.856,2.741111111111111,-0.074,-0.044,0.048,8.354,0.414,60.32725230313275
1658,23.82958,0.017,0.694,7.011,2.7420833333333334,-0.074,0.028,0.047,8.081,0.666,60.30101050429491
1659,22.17434,0.019,0.88,8.478,2.7430555555555554,-0.074,-0.022,0.047,6.757,0.687,62.8907549474102
1660,20.742,0.018,1.802,9.848,2.7440277777777777,-0.074,0.081,0.063,4.966,0.615,76.52076740876409
1661,19.6557,0.017,2.205,13.164,2.745,-0.074,0.005,0.061,1.742,0.478,95.3840256902548
1662,18.920330000000003,0.018,2.447,14.542,2.745972222222222,-0.074,0.048,0.061,-0.04,0.497,109.99483922378433
1663,18.5292,0.017,2.464,15.256,2.7469444444444444,-0.074,0.033,0.068,-0.039,0.423,97.85219420457705
1664,18.453169999999997,0.017,2.337,13.845,2.7479166666666663,-0.074,0.046,0.082,-0.038,0.44,85.3752153811889
1665,18.98147,0.019,2.47,13.467,2.7488888888888887,-0.074,0.058,0.087,-0.038,0.401,73.27013378078223
1666,20.31756,0.017,1.858,12.773,2.749861111111111,-0.074,0.042,0.087,-0.037,0.393,61.32698733143186
1667,21.9346,0.015,1.523,11.999,2.750833333333333,-0.074,-0.013,0.087,-0.038,0.381,56.5924464141037
1668,22.70099,0.018,1.49,10.675,2.7518055555555554,-0.074,0.075,0.088,-0.038,0.42,54.4214911847202
1669,22.85129,0.015,0.971,10.029,2.7527777777777773,-0.074,0.061,0.088,-0.037,0.41,58.15651852352846
1670,22.76002,0.014,0.543,9.754,2.7537499999999997,-0.074,0.0,0.088,-0.037,0.392,66.30927518926498
1671,22.93175,0.014,0.566,9.398,2.754722222222222,-0.074,-0.007,0.088,-0.037,0.404,70.65151782270082
1672,23.50698,0.015,0.563,9.496,2.755694444444444,-0.074,-0.004,0.088,-0.04,0.409,77.18625167654953
1673,24.265400000000003,0.015,0.643,9.644,2.7566666666666664,-0.074,0.012,0.088,-0.04,0.436,103.45221622155076
1674,25.3845,0.014,0.855,10.364,2.7576388888888888,-0.074,0.015,0.087,-0.041,0.449,130.60752307990884
1675,26.47586,0.014,0.892,11.393,2.7586111111111107,-0.074,0.037,0.088,-0.039,0.42,102.69881639141408
1676,27.54025,0.014,1.238,11.097,2.759583333333333,-0.074,0.053,0.088,1.62,0.375,90.4326300766232
1677,28.49002,0.013,0.836,10.114,2.760555555555555,-0.064,-0.071,0.088,6.411,0.384,75.69229610347104
1678,30.09336,0.013,0.733,9.361,2.761527777777778,-0.026,-0.037,0.088,7.476,0.415,67.14253534603372
1679,29.48591,0.014,0.727,8.805,2.7624999999999997,-0.026,-0.007,0.087,8.152,0.468,63.096980054310976
1680,28.1526,0.014,0.736,8.486,2.763472222222222,-0.026,-0.001,0.087,8.082,0.512,60.2027975272098
1681,26.69022,0.012,0.755,8.972,2.764444444444444,-0.026,0.013,0.087,8.458,0.517,59.168294883572806
1682,25.00735,0.014,0.778,9.678,2.7654166666666664,-0.026,0.006,0.086,8.059,0.417,59.27237627980728
1683,23.09855,0.012,0.876,11.274,2.766388888888889,-0.026,-0.086,0.086,7.954,0.301,60.63080458800172
1684,21.37227,0.014,1.125,12.586,2.7673611111111107,-0.026,0.001,0.087,6.712,0.365,73.31198778905524
1685,20.597330000000003,0.014,2.157,15.839,2.768333333333333,-0.026,0.055,0.087,2.293,0.313,97.0746286672827
1686,19.7763,0.014,2.402,17.643,2.7693055555555555,-0.035,0.077,0.086,0.304,0.378,109.5948178788416
1687,19.23055,0.015,2.694,17.833,2.7702777777777774,-0.035,-0.054,0.087,-0.002,0.332,94.09817754720044
1688,19.08056,0.012,2.563,15.607,2.77125,-0.035,0.064,0.086,-0.036,0.404,76.3807557858508
1689,19.49148,0.013,2.168,15.131,2.772222222222222,0.026,0.015,0.086,-0.036,0.564,61.73824725267009
1690,20.72764,0.012,1.493,13.895,2.773194444444444,0.029,0.017,0.085,-0.036,0.779,55.746369851362466
1691,22.32344,0.012,1.067,13.001,2.7741666666666664,0.028,-0.024,0.087,-0.036,0.819,50.95364300454365
1692,23.25034,0.014,0.933,11.357,2.775138888888889,0.028,-0.05,0.088,-0.036,0.738,46.95057838920918
1693,23.37528,0.017,1.021,10.103,2.7761111111111108,0.051,0.037,0.087,-0.036,0.909,47.513171553323446
1694,23.204099999999997,0.017,0.974,9.584,2.777083333333333,0.156,0.014,0.087,-0.036,0.662,51.606864490804654
1695,23.125400000000003,0.015,0.789,9.221,2.7780555555555555,0.15,-0.011,0.087,-0.037,0.709,57.37236485530227
1696,23.30114,0.016,0.793,9.316,2.7790277777777774,0.12,0.005,0.088,-0.039,0.618,69.59099483000519
1697,23.60645,0.016,0.58,9.882,2.78,0.119,0.013,0.086,-0.04,0.592,96.505751865683
1698,24.52848,0.017,1.099,10.096,2.7791666666666663,0.129,0.011,0.088,-0.039,0.573,127.43030005373916
1699,25.6989,0.017,1.282,11.04,2.7783333333333333,0.128,0.055,0.087,-0.032,0.731,102.8734849047757
